,time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,coco,el_price,consumption,timestamp,datetime,year,month,day,weekday,hour,date,is_holiday,season,google_trends_electricity
10,2021-09-01 10:00:00+03:00,14.2,10.0,76.0,0.0,0.0,320.0,10.8,22.2,1010.7,2.0,0.13,0.361,2021-09-01 10:00:00,2021-09-01 10:00:00,2021,9,1,2,10,2021-09-01,False,Autumn,5
11,2021-09-01 11:00:00+03:00,15.3,10.3,72.0,0.0,0.0,310.0,14.4,25.9,1010.9,2.0,0.11699,0.268,2021-09-01 11:00:00,2021-09-01 11:00:00,2021,9,1,2,11,2021-09-01,False,Autumn,5
12,2021-09-01 12:00:00+03:00,16.4,10.3,67.0,0.0,0.0,290.0,14.4,25.9,1010.6,2.0,0.10975,0.25,2021-09-01 12:00:00,2021-09-01 12:00:00,2021,9,1,2,12,2021-09-01,False,Autumn,5
13,2021-09-01 13:00:00+03:00,16.4,9.6,64.0,0.0,0.0,310.0,14.4,29.6,1010.4,2.0,0.10388,0.222,2021-09-01 13:00:00,2021-09-01 13:00:00,2021,9,1,2,13,2021-09-01,False,Autumn,5
14,2021-09-01 14:00:00+03:00,15.6,7.4,58.0,0.0,0.0,330.0,14.4,31.5,1010.3,2.0,0.098,0.244,2021-09-01 14:00:00,2021-09-01 14:00:00,2021,9,1,2,14,2021-09-01,False,Autumn,5
15,2021-09-01 15:00:00+03:00,16.5,7.2,54.0,0.0,0.0,300.0,14.4,31.5,1010.1,3.0,0.09498,0.211,2021-09-01 15:00:00,2021-09-01 15:00:00,2021,9,1,2,15,2021-09-01,False,Autumn,5
16,2021-09-01 16:00:00+03:00,15.8,6.2,53.0,0.0,0.0,290.0,18.0,31.5,1010.1,2.0,0.09506,0.164,2021-09-01 16:00:00,2021-09-01 16:00:00,2021,9,1,2,16,2021-09-01,False,Autumn,5
17,2021-09-01 17:00:00+03:00,14.4,4.1,50.0,0.0,0.0,300.0,14.4,29.6,1010.2,2.0,0.09761,1.1,2021-09-01 17:00:00,2021-09-01 17:00:00,2021,9,1,2,17,2021-09-01,False,Autumn,5
18,2021-09-01 18:00:00+03:00,14.2,4.2,51.0,0.0,0.0,320.0,10.8,29.6,1010.2,2.0,0.11612,1.099,2021-09-01 18:00:00,2021-09-01 18:00:00,2021,9,1,2,18,2021-09-01,False,Autumn,5
19,2021-09-01 19:00:00+03:00,14.2,5.8,57.0,0.0,0.0,310.0,10.8,27.8,1010.1,2.0,0.131,0.648,2021-09-01 19:00:00,2021-09-01 19:00:00,2021,9,1,2,19,2021-09-01,False,Autumn,5
20,2021-09-01 20:00:00+03:00,12.1,5.9,66.0,0.0,0.0,300.0,10.8,24.1,1010.3,2.0,0.1459099999999999,0.474,2021-09-01 20:00:00,2021-09-01 20:00:00,2021,9,1,2,20,2021-09-01,False,Autumn,5
21,2021-09-01 21:00:00+03:00,11.0,5.5,69.0,0.0,0.0,300.0,7.2,22.2,1010.7,3.0,0.14493,0.425,2021-09-01 21:00:00,2021-09-01 21:00:00,2021,9,1,2,21,2021-09-01,False,Autumn,5
22,2021-09-01 22:00:00+03:00,10.7,5.7,71.0,0.0,0.0,290.0,7.2,18.5,1011.0,2.0,0.12576,0.761,2021-09-01 22:00:00,2021-09-01 22:00:00,2021,9,1,2,22,2021-09-01,False,Autumn,5
23,2021-09-01 23:00:00+03:00,10.0,5.6,74.0,0.0,0.0,290.0,7.2,16.7,1011.1,2.0,0.11439,0.813,2021-09-01 23:00:00,2021-09-01 23:00:00,2021,9,1,2,23,2021-09-01,False,Autumn,5
24,2021-09-02 00:00:00+03:00,9.6,5.6,76.0,0.0,0.0,330.0,10.8,16.7,1011.4,2.0,0.0943199999999999,0.254,2021-09-02 00:00:00,2021-09-02 00:00:00,2021,9,2,3,0,2021-09-02,False,Autumn,5
25,2021-09-02 01:00:00+03:00,9.2,5.7,79.0,0.0,0.0,320.0,7.2,16.7,1011.8,2.0,0.0969899999999999,0.811,2021-09-02 01:00:00,2021-09-02 01:00:00,2021,9,2,3,1,2021-09-02,False,Autumn,5
26,2021-09-02 02:00:00+03:00,9.1,6.2,82.0,0.0,0.0,300.0,7.2,16.7,1012.2,2.0,0.09477,0.685,2021-09-02 02:00:00,2021-09-02 02:00:00,2021,9,2,3,2,2021-09-02,False,Autumn,5
27,2021-09-02 03:00:00+03:00,8.4,6.0,85.0,0.0,0.0,310.0,7.2,16.7,1012.5,3.0,0.0938799999999999,0.603,2021-09-02 03:00:00,2021-09-02 03:00:00,2021,9,2,3,3,2021-09-02,False,Autumn,5
28,2021-09-02 04:00:00+03:00,8.0,6.1,88.0,0.0,0.0,310.0,7.2,16.7,1012.8,2.0,0.09225,0.638,2021-09-02 04:00:00,2021-09-02 04:00:00,2021,9,2,3,4,2021-09-02,False,Autumn,5
29,2021-09-02 05:00:00+03:00,7.3,5.8,90.0,0.0,0.0,310.0,7.2,16.7,1013.2,2.0,0.09183,0.624,2021-09-02 05:00:00,2021-09-02 05:00:00,2021,9,2,3,5,2021-09-02,False,Autumn,5
30,2021-09-02 06:00:00+03:00,7.2,5.5,89.0,0.0,0.0,300.0,7.2,16.7,1013.5,2.0,0.09862,1.394,2021-09-02 06:00:00,2021-09-02 06:00:00,2021,9,2,3,6,2021-09-02,False,Autumn,5
31,2021-09-02 07:00:00+03:00,7.1,5.6,90.0,0.0,0.0,300.0,7.2,16.7,1013.7,1.0,0.12894,1.392,2021-09-02 07:00:00,2021-09-02 07:00:00,2021,9,2,3,7,2021-09-02,False,Autumn,5
32,2021-09-02 08:00:00+03:00,8.3,5.9,85.0,0.0,0.0,320.0,7.2,18.5,1014.1,2.0,0.15,0.403,2021-09-02 08:00:00,2021-09-02 08:00:00,2021,9,2,3,8,2021-09-02,False,Autumn,5
33,2021-09-02 09:00:00+03:00,9.7,6.2,79.0,0.0,0.0,320.0,10.8,22.2,1014.3,1.0,0.1463799999999999,0.345,2021-09-02 09:00:00,2021-09-02 09:00:00,2021,9,2,3,9,2021-09-02,False,Autumn,5
34,2021-09-02 10:00:00+03:00,11.1,6.4,73.0,0.0,0.0,310.0,14.4,24.1,1014.6,2.0,0.1308,0.382,2021-09-02 10:00:00,2021-09-02 10:00:00,2021,9,2,3,10,2021-09-02,False,Autumn,5
35,2021-09-02 11:00:00+03:00,12.9,5.6,61.0,0.0,0.0,300.0,10.8,25.9,1014.5,2.0,0.11892,0.209,2021-09-02 11:00:00,2021-09-02 11:00:00,2021,9,2,3,11,2021-09-02,False,Autumn,5
36,2021-09-02 12:00:00+03:00,13.3,3.7,52.0,0.0,0.0,300.0,14.4,27.8,1014.7,2.0,0.113,0.262,2021-09-02 12:00:00,2021-09-02 12:00:00,2021,9,2,3,12,2021-09-02,False,Autumn,5
37,2021-09-02 13:00:00+03:00,13.5,4.1,53.0,0.0,0.0,300.0,10.8,27.8,1014.3,2.0,0.10784,0.206,2021-09-02 13:00:00,2021-09-02 13:00:00,2021,9,2,3,13,2021-09-02,False,Autumn,5
38,2021-09-02 14:00:00+03:00,13.7,4.0,52.0,0.0,0.0,300.0,10.8,29.6,1014.3,2.0,0.10099,0.22,2021-09-02 14:00:00,2021-09-02 14:00:00,2021,9,2,3,14,2021-09-02,False,Autumn,5
39,2021-09-02 15:00:00+03:00,14.0,4.0,51.0,0.0,0.0,280.0,14.4,29.6,1014.2,4.0,0.09797,0.2,2021-09-02 15:00:00,2021-09-02 15:00:00,2021,9,2,3,15,2021-09-02,False,Autumn,5
40,2021-09-02 16:00:00+03:00,14.0,5.9,58.0,0.0,0.0,270.0,14.4,29.6,1013.6,2.0,0.1050499999999999,0.192,2021-09-02 16:00:00,2021-09-02 16:00:00,2021,9,2,3,16,2021-09-02,False,Autumn,5
41,2021-09-02 17:00:00+03:00,13.6,3.7,51.0,0.0,0.0,290.0,14.4,31.5,1013.2,3.0,0.11244,1.155,2021-09-02 17:00:00,2021-09-02 17:00:00,2021,9,2,3,17,2021-09-02,False,Autumn,5
42,2021-09-02 18:00:00+03:00,12.0,6.1,67.0,0.0,0.0,290.0,14.4,31.5,1013.1,3.0,0.1226599999999999,0.65,2021-09-02 18:00:00,2021-09-02 18:00:00,2021,9,2,3,18,2021-09-02,False,Autumn,5
43,2021-09-02 19:00:00+03:00,11.1,7.2,77.0,0.0,0.0,290.0,14.4,29.6,1012.6,17.0,0.138,0.354,2021-09-02 19:00:00,2021-09-02 19:00:00,2021,9,2,3,19,2021-09-02,False,Autumn,5
44,2021-09-02 20:00:00+03:00,11.5,6.0,69.0,0.0,0.0,280.0,14.4,31.5,1012.2,17.0,0.1585099999999999,0.291,2021-09-02 20:00:00,2021-09-02 20:00:00,2021,9,2,3,20,2021-09-02,False,Autumn,5
45,2021-09-02 21:00:00+03:00,11.1,6.8,75.0,0.0,0.0,280.0,10.8,31.5,1011.5,4.0,0.13388,0.289,2021-09-02 21:00:00,2021-09-02 21:00:00,2021,9,2,3,21,2021-09-02,False,Autumn,5
46,2021-09-02 22:00:00+03:00,11.1,6.8,75.0,0.0,0.0,260.0,14.4,31.5,1010.9,7.0,0.0874699999999999,1.857,2021-09-02 22:00:00,2021-09-02 22:00:00,2021,9,2,3,22,2021-09-02,False,Autumn,5
47,2021-09-02 23:00:00+03:00,11.1,8.1,82.0,0.0,0.0,260.0,10.8,29.6,1009.8,7.0,0.08745,0.677,2021-09-02 23:00:00,2021-09-02 23:00:00,2021,9,2,3,23,2021-09-02,False,Autumn,5
48,2021-09-03 00:00:00+03:00,10.8,9.7,93.0,0.0,0.0,250.0,10.8,29.6,1008.5,7.0,0.09451,1.912,2021-09-03 00:00:00,2021-09-03 00:00:00,2021,9,3,4,0,2021-09-03,False,Autumn,5
49,2021-09-03 01:00:00+03:00,11.4,10.5,94.0,0.0,0.0,260.0,14.4,27.8,1007.8,17.0,0.0862,0.541,2021-09-03 01:00:00,2021-09-03 01:00:00,2021,9,3,4,1,2021-09-03,False,Autumn,5
50,2021-09-03 02:00:00+03:00,12.2,10.4,89.0,0.0,0.0,270.0,14.4,31.5,1006.5,17.0,0.08615,0.204,2021-09-03 02:00:00,2021-09-03 02:00:00,2021,9,3,4,2,2021-09-03,False,Autumn,5
51,2021-09-03 03:00:00+03:00,12.6,10.0,84.0,0.0,0.0,260.0,14.4,33.3,1005.7,4.0,0.08611,0.514,2021-09-03 03:00:00,2021-09-03 03:00:00,2021,9,3,4,3,2021-09-03,False,Autumn,5
52,2021-09-03 04:00:00+03:00,13.1,9.5,79.0,0.0,0.0,270.0,14.4,33.3,1004.6,17.0,0.08198,0.518,2021-09-03 04:00:00,2021-09-03 04:00:00,2021,9,3,4,4,2021-09-03,False,Autumn,5
53,2021-09-03 05:00:00+03:00,12.7,9.0,78.0,0.0,0.0,270.0,18.0,33.3,1003.8,7.0,0.08618,0.21,2021-09-03 05:00:00,2021-09-03 05:00:00,2021,9,3,4,5,2021-09-03,False,Autumn,5
54,2021-09-03 06:00:00+03:00,12.7,8.8,77.0,0.0,0.0,280.0,18.0,33.3,1003.1,7.0,0.09139,0.53,2021-09-03 06:00:00,2021-09-03 06:00:00,2021,9,3,4,6,2021-09-03,False,Autumn,5
55,2021-09-03 07:00:00+03:00,11.4,9.8,90.0,0.0,0.0,300.0,18.0,37.0,1002.5,3.0,0.12246,0.749,2021-09-03 07:00:00,2021-09-03 07:00:00,2021,9,3,4,7,2021-09-03,False,Autumn,5
56,2021-09-03 08:00:00+03:00,11.6,9.3,86.0,0.0,0.0,290.0,14.4,37.0,1002.1,7.0,0.136,0.898,2021-09-03 08:00:00,2021-09-03 08:00:00,2021,9,3,4,8,2021-09-03,False,Autumn,5
57,2021-09-03 09:00:00+03:00,9.9,7.3,84.0,0.0,0.0,310.0,14.4,38.9,1002.3,18.0,0.1347,1.844,2021-09-03 09:00:00,2021-09-03 09:00:00,2021,9,3,4,9,2021-09-03,False,Autumn,5
58,2021-09-03 10:00:00+03:00,9.9,7.7,86.0,0.0,0.0,300.0,14.4,38.9,1002.8,17.0,0.1231299999999999,0.705,2021-09-03 10:00:00,2021-09-03 10:00:00,2021,9,3,4,10,2021-09-03,False,Autumn,5
59,2021-09-03 11:00:00+03:00,9.8,6.3,79.0,0.0,0.0,320.0,14.4,38.9,1003.5,17.0,0.10903,0.713,2021-09-03 11:00:00,2021-09-03 11:00:00,2021,9,3,4,11,2021-09-03,False,Autumn,5
60,2021-09-03 12:00:00+03:00,10.9,5.0,67.0,0.0,0.0,340.0,18.0,38.9,1004.4,17.0,0.09902,0.308,2021-09-03 12:00:00,2021-09-03 12:00:00,2021,9,3,4,12,2021-09-03,False,Autumn,5
61,2021-09-03 13:00:00+03:00,9.9,4.9,71.0,0.0,0.0,330.0,18.0,48.2,1005.6,2.0,0.08962,0.722,2021-09-03 13:00:00,2021-09-03 13:00:00,2021,9,3,4,13,2021-09-03,False,Autumn,5
62,2021-09-03 14:00:00+03:00,10.9,5.0,67.0,0.0,0.0,320.0,14.4,46.3,1006.5,3.0,0.08848,1.269,2021-09-03 14:00:00,2021-09-03 14:00:00,2021,9,3,4,14,2021-09-03,False,Autumn,5
63,2021-09-03 15:00:00+03:00,11.8,5.0,63.0,0.0,0.0,340.0,14.4,42.6,1007.2,2.0,0.08839,2.199,2021-09-03 15:00:00,2021-09-03 15:00:00,2021,9,3,4,15,2021-09-03,False,Autumn,5
64,2021-09-03 16:00:00+03:00,11.4,4.1,61.0,0.0,0.0,340.0,21.6,38.9,1007.7,3.0,0.08992,0.557,2021-09-03 16:00:00,2021-09-03 16:00:00,2021,9,3,4,16,2021-09-03,False,Autumn,5
65,2021-09-03 17:00:00+03:00,11.6,4.6,62.0,0.0,0.0,330.0,7.2,37.0,1008.4,3.0,0.09232,1.934,2021-09-03 17:00:00,2021-09-03 17:00:00,2021,9,3,4,17,2021-09-03,False,Autumn,5
66,2021-09-03 18:00:00+03:00,12.0,3.2,55.0,0.0,0.0,320.0,14.4,35.2,1008.8,2.0,0.11901,2.356,2021-09-03 18:00:00,2021-09-03 18:00:00,2021,9,3,4,18,2021-09-03,False,Autumn,5
67,2021-09-03 19:00:00+03:00,11.5,4.0,60.0,0.0,0.0,290.0,7.2,33.3,1009.3,2.0,0.13157,1.208,2021-09-03 19:00:00,2021-09-03 19:00:00,2021,9,3,4,19,2021-09-03,False,Autumn,5
68,2021-09-03 20:00:00+03:00,10.0,3.3,63.0,0.0,0.0,290.0,10.8,27.8,1009.6,2.0,0.14393,0.584,2021-09-03 20:00:00,2021-09-03 20:00:00,2021,9,3,4,20,2021-09-03,False,Autumn,5
69,2021-09-03 21:00:00+03:00,8.8,3.6,70.0,0.0,0.0,290.0,10.8,24.1,1010.0,1.0,0.14338,0.681,2021-09-03 21:00:00,2021-09-03 21:00:00,2021,9,3,4,21,2021-09-03,False,Autumn,5
70,2021-09-03 22:00:00+03:00,8.6,4.0,73.0,0.0,0.0,310.0,7.2,20.4,1010.3,2.0,0.12994,0.895,2021-09-03 22:00:00,2021-09-03 22:00:00,2021,9,3,4,22,2021-09-03,False,Autumn,5
71,2021-09-03 23:00:00+03:00,7.7,4.3,79.0,0.0,0.0,290.0,10.8,18.5,1010.6,2.0,0.12096,2.386,2021-09-03 23:00:00,2021-09-03 23:00:00,2021,9,3,4,23,2021-09-03,False,Autumn,5
72,2021-09-04 00:00:00+03:00,7.2,4.7,84.0,0.0,0.0,300.0,7.2,16.7,1011.1,2.0,0.09844,0.892,2021-09-04 00:00:00,2021-09-04 00:00:00,2021,9,4,5,0,2021-09-04,False,Autumn,5
73,2021-09-04 01:00:00+03:00,6.8,4.5,85.0,0.0,0.0,290.0,7.2,20.4,1011.3,2.0,0.11141,0.731,2021-09-04 01:00:00,2021-09-04 01:00:00,2021,9,4,5,1,2021-09-04,False,Autumn,5
74,2021-09-04 02:00:00+03:00,6.7,4.7,87.0,0.0,0.0,290.0,10.8,18.5,1011.5,2.0,0.09936,0.944,2021-09-04 02:00:00,2021-09-04 02:00:00,2021,9,4,5,2,2021-09-04,False,Autumn,5
75,2021-09-04 03:00:00+03:00,6.3,4.5,88.0,0.0,0.0,300.0,7.2,16.7,1011.7,1.0,0.09737,0.799,2021-09-04 03:00:00,2021-09-04 03:00:00,2021,9,4,5,3,2021-09-04,False,Autumn,5
76,2021-09-04 04:00:00+03:00,6.2,4.7,90.0,0.0,0.0,290.0,10.8,16.7,1012.0,2.0,0.09548,0.674,2021-09-04 04:00:00,2021-09-04 04:00:00,2021,9,4,5,4,2021-09-04,False,Autumn,5
77,2021-09-04 05:00:00+03:00,6.2,4.4,88.0,0.0,0.0,320.0,10.8,16.7,1012.0,2.0,0.0942,0.669,2021-09-04 05:00:00,2021-09-04 05:00:00,2021,9,4,5,5,2021-09-04,False,Autumn,5
78,2021-09-04 06:00:00+03:00,5.9,4.4,90.0,0.0,0.0,300.0,7.2,16.7,1012.3,2.0,0.0960699999999999,0.757,2021-09-04 06:00:00,2021-09-04 06:00:00,2021,9,4,5,6,2021-09-04,False,Autumn,5
79,2021-09-04 07:00:00+03:00,6.2,4.2,87.0,0.0,0.0,290.0,7.2,16.7,1012.9,2.0,0.1038,1.454,2021-09-04 07:00:00,2021-09-04 07:00:00,2021,9,4,5,7,2021-09-04,False,Autumn,5
80,2021-09-04 08:00:00+03:00,7.5,5.0,84.0,0.0,0.0,300.0,7.2,18.5,1013.3,2.0,0.12098,0.251,2021-09-04 08:00:00,2021-09-04 08:00:00,2021,9,4,5,8,2021-09-04,False,Autumn,5
81,2021-09-04 09:00:00+03:00,9.1,5.3,77.0,0.0,0.0,310.0,10.8,20.4,1013.5,1.0,0.122,0.358,2021-09-04 09:00:00,2021-09-04 09:00:00,2021,9,4,5,9,2021-09-04,False,Autumn,5
82,2021-09-04 10:00:00+03:00,10.6,5.4,70.0,0.0,0.0,300.0,14.4,22.2,1013.7,2.0,0.11599,0.308,2021-09-04 10:00:00,2021-09-04 10:00:00,2021,9,4,5,10,2021-09-04,False,Autumn,5
83,2021-09-04 11:00:00+03:00,11.8,4.3,60.0,0.0,0.0,300.0,14.4,24.1,1013.9,2.0,0.09566,0.667,2021-09-04 11:00:00,2021-09-04 11:00:00,2021,9,4,5,11,2021-09-04,False,Autumn,5
84,2021-09-04 12:00:00+03:00,12.2,3.2,54.0,0.0,0.0,340.0,14.4,25.9,1014.3,2.0,0.08947,0.455,2021-09-04 12:00:00,2021-09-04 12:00:00,2021,9,4,5,12,2021-09-04,False,Autumn,5
85,2021-09-04 13:00:00+03:00,13.1,2.9,50.0,0.0,0.0,300.0,18.0,33.3,1014.2,2.0,0.08951,0.307,2021-09-04 13:00:00,2021-09-04 13:00:00,2021,9,4,5,13,2021-09-04,False,Autumn,5
86,2021-09-04 14:00:00+03:00,13.0,2.8,50.0,0.0,0.0,300.0,10.8,31.5,1014.4,2.0,0.08706,0.212,2021-09-04 14:00:00,2021-09-04 14:00:00,2021,9,4,5,14,2021-09-04,False,Autumn,5
87,2021-09-04 15:00:00+03:00,13.9,1.9,44.0,0.0,0.0,320.0,14.4,29.6,1014.4,3.0,0.08416,0.954,2021-09-04 15:00:00,2021-09-04 15:00:00,2021,9,4,5,15,2021-09-04,False,Autumn,5
88,2021-09-04 16:00:00+03:00,13.1,2.0,47.0,0.0,0.0,310.0,10.8,27.8,1014.7,2.0,0.08646,1.743,2021-09-04 16:00:00,2021-09-04 16:00:00,2021,9,4,5,16,2021-09-04,False,Autumn,5
89,2021-09-04 17:00:00+03:00,13.4,-0.6,38.0,0.0,0.0,310.0,14.4,27.8,1015.0,2.0,0.08927,1.793,2021-09-04 17:00:00,2021-09-04 17:00:00,2021,9,4,5,17,2021-09-04,False,Autumn,5
90,2021-09-04 18:00:00+03:00,11.8,1.7,50.0,0.0,0.0,360.0,10.8,24.1,1015.7,2.0,0.10754,1.089,2021-09-04 18:00:00,2021-09-04 18:00:00,2021,9,4,5,18,2021-09-04,False,Autumn,5
91,2021-09-04 19:00:00+03:00,11.2,2.5,55.0,0.0,0.0,350.0,7.2,25.9,1016.1,2.0,0.12733,1.584,2021-09-04 19:00:00,2021-09-04 19:00:00,2021,9,4,5,19,2021-09-04,False,Autumn,5
92,2021-09-04 20:00:00+03:00,9.6,2.4,61.0,0.0,0.0,330.0,7.2,20.4,1016.7,2.0,0.14255,1.493,2021-09-04 20:00:00,2021-09-04 20:00:00,2021,9,4,5,20,2021-09-04,False,Autumn,5
93,2021-09-04 21:00:00+03:00,8.7,2.5,65.0,0.0,0.0,310.0,3.6,14.8,1017.4,3.0,0.1424,0.982,2021-09-04 21:00:00,2021-09-04 21:00:00,2021,9,4,5,21,2021-09-04,False,Autumn,5
94,2021-09-04 22:00:00+03:00,8.0,2.2,67.0,0.0,0.0,310.0,7.2,13.0,1018.1,2.0,0.12792,0.537,2021-09-04 22:00:00,2021-09-04 22:00:00,2021,9,4,5,22,2021-09-04,False,Autumn,5
95,2021-09-04 23:00:00+03:00,6.9,2.6,74.0,0.0,0.0,310.0,7.2,11.1,1018.7,2.0,0.122,1.155,2021-09-04 23:00:00,2021-09-04 23:00:00,2021,9,4,5,23,2021-09-04,False,Autumn,5
96,2021-09-05 00:00:00+03:00,5.7,2.5,80.0,0.0,0.0,300.0,7.2,11.1,1019.3,2.0,0.09872,1.371,2021-09-05 00:00:00,2021-09-05 00:00:00,2021,9,5,6,0,2021-09-05,False,Autumn,9
97,2021-09-05 01:00:00+03:00,5.0,2.2,82.0,0.0,0.0,300.0,3.6,13.0,1019.8,1.0,0.09561,0.716,2021-09-05 01:00:00,2021-09-05 01:00:00,2021,9,5,6,1,2021-09-05,False,Autumn,9
98,2021-09-05 02:00:00+03:00,4.8,2.2,83.0,0.0,0.0,300.0,3.6,11.1,1020.3,1.0,0.09068,1.241,2021-09-05 02:00:00,2021-09-05 02:00:00,2021,9,5,6,2,2021-09-05,False,Autumn,9
99,2021-09-05 03:00:00+03:00,4.9,1.6,79.0,0.0,0.0,310.0,7.2,11.1,1020.6,3.0,0.09086,0.963,2021-09-05 03:00:00,2021-09-05 03:00:00,2021,9,5,6,3,2021-09-05,False,Autumn,9
100,2021-09-05 04:00:00+03:00,5.2,1.1,75.0,0.0,0.0,320.0,7.2,11.1,1021.0,1.0,0.09032,0.966,2021-09-05 04:00:00,2021-09-05 04:00:00,2021,9,5,6,4,2021-09-05,False,Autumn,9
101,2021-09-05 05:00:00+03:00,4.2,1.6,83.0,0.0,0.0,290.0,3.6,11.1,1021.5,1.0,0.09086,0.676,2021-09-05 05:00:00,2021-09-05 05:00:00,2021,9,5,6,5,2021-09-05,False,Autumn,9
102,2021-09-05 06:00:00+03:00,3.2,1.4,88.0,0.0,0.0,280.0,3.6,11.1,1022.1,1.0,0.09033,0.71,2021-09-05 06:00:00,2021-09-05 06:00:00,2021,9,5,6,6,2021-09-05,False,Autumn,9
103,2021-09-05 07:00:00+03:00,3.2,1.6,89.0,0.0,0.0,280.0,3.6,11.1,1022.6,1.0,0.09156,1.176,2021-09-05 07:00:00,2021-09-05 07:00:00,2021,9,5,6,7,2021-09-05,False,Autumn,9
104,2021-09-05 08:00:00+03:00,4.1,2.1,87.0,0.0,0.0,300.0,3.6,13.0,1023.1,1.0,0.09279,1.005,2021-09-05 08:00:00,2021-09-05 08:00:00,2021,9,5,6,8,2021-09-05,False,Autumn,9
105,2021-09-05 09:00:00+03:00,7.0,4.0,81.0,0.0,0.0,310.0,7.2,16.7,1023.6,2.0,0.09344,0.255,2021-09-05 09:00:00,2021-09-05 09:00:00,2021,9,5,6,9,2021-09-05,False,Autumn,9
106,2021-09-05 10:00:00+03:00,9.2,5.0,75.0,0.0,0.0,280.0,7.2,18.5,1023.9,2.0,0.09204,0.387,2021-09-05 10:00:00,2021-09-05 10:00:00,2021,9,5,6,10,2021-09-05,False,Autumn,9
107,2021-09-05 11:00:00+03:00,10.3,2.4,58.0,0.0,0.0,310.0,7.2,20.4,1024.4,2.0,0.08868,0.668,2021-09-05 11:00:00,2021-09-05 11:00:00,2021,9,5,6,11,2021-09-05,False,Autumn,9
108,2021-09-05 12:00:00+03:00,11.0,2.3,55.0,0.0,0.0,320.0,7.2,20.4,1024.7,2.0,0.08401,0.882,2021-09-05 12:00:00,2021-09-05 12:00:00,2021,9,5,6,12,2021-09-05,False,Autumn,9
109,2021-09-05 13:00:00+03:00,11.0,1.5,52.0,0.0,0.0,280.0,7.2,18.5,1024.8,3.0,0.0851,0.586,2021-09-05 13:00:00,2021-09-05 13:00:00,2021,9,5,6,13,2021-09-05,False,Autumn,9
110,2021-09-05 14:00:00+03:00,10.5,1.8,55.0,0.0,0.0,340.0,10.8,20.4,1024.9,3.0,0.08805,0.358,2021-09-05 14:00:00,2021-09-05 14:00:00,2021,9,5,6,14,2021-09-05,False,Autumn,9
111,2021-09-05 15:00:00+03:00,9.4,2.5,62.0,0.0,0.0,40.0,10.8,20.4,1024.9,18.0,0.08805,0.424,2021-09-05 15:00:00,2021-09-05 15:00:00,2021,9,5,6,15,2021-09-05,False,Autumn,9
