,time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,coco,el_price,y_original,date,year,month,dow,dayname,weekend,hour,season,h_type,is_holiday,y_imp,y_imp_r2,y_imp_r3,y_imp_log,y_imp_r2_log,y_imp_r3_log
10,2021-09-01 07:00:00+00:00,14.2,10.0,76.0,0.0,0.0,320.0,10.8,22.2,1010.7,2.0,0.13,0.361,2021-09-01,2021,9,2,Wednesday,no,7,Autumn,not_hol,not_hol,0.36100099999999996,0.9275009999999999,1.0966676666666666,-1.0188745505699903,-0.07526140633401227,0.09227618796285837
11,2021-09-01 08:00:00+00:00,15.3,10.3,72.0,0.0,0.0,310.0,14.4,25.9,1010.9,2.0,0.11699,0.268,2021-09-01,2021,9,2,Wednesday,no,8,Autumn,not_hol,not_hol,0.268001,0.314501,0.7076676666666666,-1.3167645671349584,-1.1567680231964586,-0.34578069285331187
12,2021-09-01 09:00:00+00:00,16.4,10.3,67.0,0.0,0.0,290.0,14.4,25.9,1010.6,2.0,0.10975,0.25,2021-09-01,2021,9,2,Wednesday,no,9,Autumn,not_hol,not_hol,0.250001,0.259001,0.293001,-1.3862903611278907,-1.350923356286192,-1.2275792570016106
13,2021-09-01 10:00:00+00:00,16.4,9.6,64.0,0.0,0.0,310.0,14.4,29.6,1010.4,2.0,0.10388,0.222,2021-09-01,2021,9,2,Wednesday,no,10,Autumn,not_hol,not_hol,0.222001,0.236001,0.24666766666666665,-1.5050733926154984,-1.4439192366773688,-1.399713327406195
14,2021-09-01 11:00:00+00:00,15.6,7.4,58.0,0.0,0.0,330.0,14.4,31.5,1010.3,2.0,0.098,0.244,2021-09-01,2021,9,2,Wednesday,no,11,Autumn,not_hol,not_hol,0.244001,0.233001,0.23866766666666664,-1.4105829553366778,-1.4567125335801527,-1.4326832107542449
15,2021-09-01 12:00:00+00:00,16.5,7.2,54.0,0.0,0.0,300.0,14.4,31.5,1010.1,3.0,0.09498,0.211,2021-09-01,2021,9,2,Wednesday,no,12,Autumn,not_hol,not_hol,0.211001,0.227501,0.22566766666666668,-1.5558924061808084,-1.4806006449963969,-1.4886918634331665
16,2021-09-01 13:00:00+00:00,15.8,6.2,53.0,0.0,0.0,290.0,18.0,31.5,1010.1,2.0,0.09506,0.164,2021-09-01,2021,9,2,Wednesday,no,13,Autumn,not_hol,not_hol,0.164001,0.187501,0.20633433333333331,-1.807882753615553,-1.6739711002525604,-1.5782574484507392
17,2021-09-01 14:00:00+00:00,14.4,4.1,50.0,0.0,0.0,300.0,14.4,29.6,1010.2,2.0,0.09761,1.1,2021-09-01,2021,9,2,Wednesday,no,14,Autumn,not_hol,not_hol,1.100001,0.632001,0.49166766666666667,0.09531108889482073,-0.4588643025580504,-0.7099522649800898
18,2021-09-01 15:00:00+00:00,14.2,4.2,51.0,0.0,0.0,320.0,10.8,29.6,1010.2,2.0,0.11612,1.099,2021-09-01,2021,9,2,Wednesday,no,15,Autumn,not_hol,not_hol,1.099001,1.099501,0.7876676666666667,0.09440158533917761,0.09485644051658543,-0.2386790208915676
19,2021-09-01 16:00:00+00:00,14.2,5.8,57.0,0.0,0.0,310.0,10.8,27.8,1010.1,2.0,0.131,0.648,2021-09-01,2021,9,2,Wednesday,no,16,Autumn,not_hol,not_hol,0.648001,0.873501,0.949001,-0.4338630394211765,-0.13524600458899025,-0.05234542663198462
20,2021-09-01 17:00:00+00:00,12.1,5.9,66.0,0.0,0.0,300.0,10.8,24.1,1010.3,2.0,0.1459099999999999,0.474,2021-09-01,2021,9,2,Wednesday,no,17,Autumn,not_hol,not_hol,0.47400099999999995,0.561001,0.7403343333333332,-0.7465458475846447,-0.5780325909298352,-0.3006533930138231
21,2021-09-01 18:00:00+00:00,11.0,5.5,69.0,0.0,0.0,300.0,7.2,22.2,1010.7,3.0,0.14493,0.425,2021-09-01,2021,9,2,Wednesday,no,18,Autumn,not_hol,not_hol,0.42500099999999996,0.44950099999999993,0.5156676666666665,-0.855663757119312,-0.7996172003788323,-0.6622927778418278
22,2021-09-01 19:00:00+00:00,10.7,5.7,71.0,0.0,0.0,290.0,7.2,18.5,1011.0,2.0,0.12576,0.761,2021-09-01,2021,9,2,Wednesday,no,19,Autumn,not_hol,not_hol,0.761001,0.593001,0.5533343333333333,-0.27312060706086777,-0.5225591936451927,-0.5917928790723753
23,2021-09-01 20:00:00+00:00,10.0,5.6,74.0,0.0,0.0,290.0,7.2,16.7,1011.1,2.0,0.11439,0.813,2021-09-01,2021,9,2,Wednesday,no,20,Autumn,not_hol,not_hol,0.813001,0.7870010000000001,0.6663343333333333,-0.20702293942278283,-0.23952575991751052,-0.40596373240059774
24,2021-09-01 21:00:00+00:00,9.6,5.6,76.0,0.0,0.0,330.0,10.8,16.7,1011.4,2.0,0.0943199999999999,0.254,2021-09-01,2021,9,2,Wednesday,no,21,Autumn,not_hol,not_hol,0.254001,0.533501,0.6093343333333333,-1.3704170749634765,-0.6282943338278402,-0.49538817449964256
25,2021-09-01 22:00:00+00:00,9.2,5.7,79.0,0.0,0.0,320.0,7.2,16.7,1011.8,2.0,0.0969899999999999,0.811,2021-09-01,2021,9,2,Wednesday,no,22,Autumn,not_hol,not_hol,0.8110010000000001,0.5325010000000001,0.6260009999999999,-0.20948599182186153,-0.6301705034660476,-0.4684033104392251
26,2021-09-01 23:00:00+00:00,9.1,6.2,82.0,0.0,0.0,300.0,7.2,16.7,1012.2,2.0,0.09477,0.685,2021-09-01,2021,9,2,Wednesday,no,23,Autumn,not_hol,not_hol,0.6850010000000001,0.7480010000000001,0.5833343333333333,-0.37833498086696266,-0.29035096411015754,-0.5389947864484422
27,2021-09-02 00:00:00+00:00,8.4,6.0,85.0,0.0,0.0,310.0,7.2,16.7,1012.5,3.0,0.0938799999999999,0.603,2021-09-02,2021,9,3,Thursday,no,0,Autumn,not_hol,not_hol,0.603001,0.644001,0.6996676666666666,-0.505836423881534,-0.44005500008395787,-0.3571498185786105
28,2021-09-02 01:00:00+00:00,8.0,6.1,88.0,0.0,0.0,310.0,7.2,16.7,1012.8,2.0,0.09225,0.638,2021-09-02,2021,9,3,Thursday,no,1,Autumn,not_hol,not_hol,0.638001,0.6205010000000001,0.6420009999999999,-0.4494154282404563,-0.4772280627352281,-0.4431654176609903
29,2021-09-02 02:00:00+00:00,7.3,5.8,90.0,0.0,0.0,310.0,7.2,16.7,1013.2,2.0,0.09183,0.624,2021-09-02,2021,9,3,Thursday,no,2,Autumn,not_hol,not_hol,0.624001,0.6310010000000001,0.6216676666666666,-0.47160330804989087,-0.4604478316561256,-0.4753496269945362
30,2021-09-02 03:00:00+00:00,7.2,5.5,89.0,0.0,0.0,300.0,7.2,16.7,1013.5,2.0,0.09862,1.394,2021-09-02,2021,9,3,Thursday,no,3,Autumn,not_hol,not_hol,1.3940009999999998,1.009001,0.8853343333333332,0.3321780296981895,0.008960732451258323,-0.12178992753648801
31,2021-09-02 04:00:00+00:00,7.1,5.6,90.0,0.0,0.0,300.0,7.2,16.7,1013.7,1.0,0.12894,1.392,2021-09-02,2021,9,3,Thursday,no,4,Autumn,not_hol,not_hol,1.3920009999999998,1.393001,1.1366676666666666,0.3307422803027743,0.33146041267250065,0.1281008823923246
32,2021-09-02 05:00:00+00:00,8.3,5.9,85.0,0.0,0.0,320.0,7.2,18.5,1014.1,2.0,0.15,0.403,2021-09-02,2021,9,3,Thursday,no,5,Autumn,not_hol,not_hol,0.403001,0.897501,1.0630009999999999,-0.9088162356489545,-0.10814104441419571,0.0610960400931406
33,2021-09-02 06:00:00+00:00,9.7,6.2,79.0,0.0,0.0,320.0,10.8,22.2,1014.3,1.0,0.1463799999999999,0.345,2021-09-02,2021,9,3,Thursday,no,6,Autumn,not_hol,not_hol,0.34500099999999995,0.3740010000000001,0.7133343333333332,-1.0642079634042536,-0.9834968077743881,-0.33780505776617353
34,2021-09-02 07:00:00+00:00,11.1,6.4,73.0,0.0,0.0,310.0,14.4,24.1,1014.6,2.0,0.1308,0.382,2021-09-02,2021,9,3,Thursday,no,7,Autumn,not_hol,not_hol,0.382001,0.3635010000000001,0.37666766666666657,-0.9623320525779412,-1.01197323098071,-0.9763920010801282
35,2021-09-02 08:00:00+00:00,12.9,5.6,61.0,0.0,0.0,300.0,10.8,25.9,1014.5,2.0,0.11892,0.209,2021-09-02,2021,9,3,Thursday,no,8,Autumn,not_hol,not_hol,0.209001,0.2955010000000001,0.3120009999999999,-1.5654162423397775,-1.2190830580469552,-1.1647488860495863
36,2021-09-02 09:00:00+00:00,13.3,3.7,52.0,0.0,0.0,300.0,14.4,27.8,1014.7,2.0,0.113,0.262,2021-09-02,2021,9,3,Thursday,no,9,Autumn,not_hol,not_hol,0.262001,0.2355010000000001,0.28433433333333324,-1.339406958434431,-1.4460401192501786,-1.2576045031659249
37,2021-09-02 10:00:00+00:00,13.5,4.1,53.0,0.0,0.0,300.0,10.8,27.8,1014.3,2.0,0.10784,0.206,2021-09-02,2021,9,3,Thursday,no,10,Autumn,not_hol,not_hol,0.206001,0.2340010000000001,0.2256676666666666,-1.5798742558354064,-1.4524298901292931,-1.488691863433167
38,2021-09-02 11:00:00+00:00,13.7,4.0,52.0,0.0,0.0,300.0,10.8,29.6,1014.3,2.0,0.10099,0.22,2021-09-02,2021,9,3,Thursday,no,11,Autumn,not_hol,not_hol,0.220001,0.2130010000000001,0.22933433333333322,-1.5141231871855605,-1.5464584184480514,-1.472574369261294
39,2021-09-02 12:00:00+00:00,14.0,4.0,51.0,0.0,0.0,280.0,14.4,29.6,1014.2,4.0,0.09797,0.2,2021-09-02,2021,9,3,Thursday,no,12,Autumn,not_hol,not_hol,0.200001,0.2100010000000001,0.20866766666666658,-1.6094329124466003,-1.5606429863712439,-1.5670124042293634
40,2021-09-02 13:00:00+00:00,14.0,5.9,58.0,0.0,0.0,270.0,14.4,29.6,1013.6,2.0,0.1050499999999999,0.192,2021-09-02,2021,9,3,Thursday,no,13,Autumn,not_hol,not_hol,0.192001,0.19600100000000012,0.20400099999999996,-1.6502546986345854,-1.6296355177238182,-1.5896303831891512
41,2021-09-02 14:00:00+00:00,13.6,3.7,51.0,0.0,0.0,290.0,14.4,31.5,1013.2,3.0,0.11244,1.155,2021-09-02,2021,9,3,Thursday,no,14,Autumn,not_hol,not_hol,1.155001,0.6735010000000001,0.5156676666666665,0.1441012097742478,-0.3952657983518257,-0.6622927778418278
42,2021-09-02 15:00:00+00:00,12.0,6.1,67.0,0.0,0.0,290.0,14.4,31.5,1013.1,3.0,0.1226599999999999,0.65,2021-09-02,2021,9,3,Thursday,no,15,Autumn,not_hol,not_hol,0.650001,0.9025010000000001,0.6656676666666665,-0.43078137763209917,-0.10258548074247381,-0.40696473198218003
43,2021-09-02 16:00:00+00:00,11.1,7.2,77.0,0.0,0.0,290.0,14.4,29.6,1012.6,17.0,0.138,0.354,2021-09-02,2021,9,3,Thursday,no,16,Autumn,not_hol,not_hol,0.35400099999999995,0.5020010000000001,0.7196676666666666,-1.0384555409935956,-0.6891531672605191,-0.32896574760421404
44,2021-09-02 17:00:00+00:00,11.5,6.0,69.0,0.0,0.0,280.0,14.4,31.5,1012.2,17.0,0.1585099999999999,0.291,2021-09-02,2021,9,3,Thursday,no,17,Autumn,not_hol,not_hol,0.29100099999999995,0.32250100000000004,0.43166766666666656,-1.2344285753904323,-1.1316490419759233,-0.8400992769169756
45,2021-09-02 18:00:00+00:00,11.1,6.8,75.0,0.0,0.0,280.0,10.8,31.5,1011.5,4.0,0.13388,0.289,2021-09-02,2021,9,3,Thursday,no,18,Autumn,not_hol,not_hol,0.28900099999999995,0.29000100000000006,0.3113343333333332,-1.241325130668079,-1.2378709077317003,-1.1668879174351283
46,2021-09-02 19:00:00+00:00,11.1,6.8,75.0,0.0,0.0,260.0,14.4,31.5,1010.9,7.0,0.0874699999999999,1.857,2021-09-02,2021,9,3,Thursday,no,19,Autumn,not_hol,not_hol,1.857001,1.073001,0.8123343333333333,0.6189628208733855,0.07045939561457644,-0.20784328300405025
47,2021-09-02 20:00:00+00:00,11.1,8.1,82.0,0.0,0.0,260.0,10.8,29.6,1009.8,7.0,0.08745,0.677,2021-09-02,2021,9,3,Thursday,no,20,Autumn,not_hol,not_hol,0.6770010000000001,1.2670010000000003,0.9410009999999999,-0.3900825289660784,0.23665269060467337,-0.06081107669806612
48,2021-09-02 21:00:00+00:00,10.8,9.7,93.0,0.0,0.0,250.0,10.8,29.6,1008.5,7.0,0.09451,1.912,2021-09-02,2021,9,3,Thursday,no,21,Autumn,not_hol,not_hol,1.9120009999999998,1.2945010000000001,1.4820009999999997,0.648150337641625,0.25812529270819135,0.3933932016374999
49,2021-09-02 22:00:00+00:00,11.4,10.5,94.0,0.0,0.0,260.0,14.4,27.8,1007.8,17.0,0.0862,0.541,2021-09-02,2021,9,3,Thursday,no,22,Autumn,not_hol,not_hol,0.5410010000000001,1.226501,1.0433343333333334,-0.6143341517085282,0.2041654000442442,0.04242167434994653
50,2021-09-02 23:00:00+00:00,12.2,10.4,89.0,0.0,0.0,270.0,14.4,31.5,1006.5,17.0,0.08615,0.204,2021-09-02,2021,9,3,Thursday,no,23,Autumn,not_hol,not_hol,0.204001,0.37250100000000025,0.8856676666666665,-1.589630383189151,-0.9875155566023672,-0.12141349279810884
51,2021-09-03 00:00:00+00:00,12.6,10.0,84.0,0.0,0.0,260.0,14.4,33.3,1005.7,4.0,0.08611,0.514,2021-09-03,2021,9,4,Friday,no,0,Autumn,not_hol,not_hol,0.514001,0.35900100000000024,0.4196676666666667,-0.6655300680035726,-1.0244301049824167,-0.8682921507652118
52,2021-09-03 01:00:00+00:00,13.1,9.5,79.0,0.0,0.0,270.0,14.4,33.3,1004.6,17.0,0.08198,0.518,2021-09-03,2021,9,4,Friday,no,1,Autumn,not_hol,not_hol,0.518001,0.5160010000000003,0.41200100000000006,-0.6577781062225868,-0.6616465755179556,-0.8867295024510901
53,2021-09-03 02:00:00+00:00,12.7,9.0,78.0,0.0,0.0,270.0,18.0,33.3,1003.8,7.0,0.08618,0.21,2021-09-03,2021,9,4,Friday,no,2,Autumn,not_hol,not_hol,0.210001,0.36400100000000024,0.41400100000000006,-1.5606429863712443,-1.0105986640964222,-0.8818868897008025
54,2021-09-03 03:00:00+00:00,12.7,8.8,77.0,0.0,0.0,280.0,18.0,33.3,1003.1,7.0,0.09139,0.53,2021-09-03,2021,9,4,Friday,no,3,Autumn,not_hol,not_hol,0.530001,0.37000100000000025,0.4193343333333333,-0.6348763856452966,-0.9942495706448159,-0.8690867456550256
55,2021-09-03 04:00:00+00:00,11.4,9.8,90.0,0.0,0.0,300.0,18.0,37.0,1002.5,3.0,0.12246,0.749,2021-09-03,2021,9,4,Friday,no,4,Autumn,not_hol,not_hol,0.749001,0.6395010000000003,0.4963343333333334,-0.28901496035232416,-0.4470670942428042,-0.7005055201932505
56,2021-09-03 05:00:00+00:00,11.6,9.3,86.0,0.0,0.0,290.0,14.4,37.0,1002.1,7.0,0.136,0.898,2021-09-03,2021,9,4,Friday,no,5,Autumn,not_hol,not_hol,0.898001,0.8235010000000003,0.7256676666666667,-0.10758409709481133,-0.19419051503609583,-0.32066312837347005
57,2021-09-03 06:00:00+00:00,9.9,7.3,84.0,0.0,0.0,310.0,14.4,38.9,1002.3,18.0,0.1347,1.844,2021-09-03,2021,9,4,Friday,no,6,Autumn,not_hol,not_hol,1.844001,1.3710010000000001,1.1636676666666668,0.6119376674336043,0.3155411299745139,0.15157679880704117
58,2021-09-03 07:00:00+00:00,9.9,7.7,86.0,0.0,0.0,300.0,14.4,38.9,1002.8,17.0,0.1231299999999999,0.705,2021-09-03,2021,9,4,Friday,no,7,Autumn,not_hol,not_hol,0.705001,1.2745010000000003,1.1490010000000002,-0.3495560577311581,0.2425547294551457,0.1388928691882592
59,2021-09-03 08:00:00+00:00,9.8,6.3,79.0,0.0,0.0,320.0,14.4,38.9,1003.5,17.0,0.10903,0.713,2021-09-03,2021,9,4,Friday,no,8,Autumn,not_hol,not_hol,0.713001,0.7090010000000002,1.0873343333333334,-0.33827245604428047,-0.3438983420137684,0.08372913521146678
60,2021-09-03 09:00:00+00:00,10.9,5.0,67.0,0.0,0.0,340.0,18.0,38.9,1004.4,17.0,0.09902,0.308,2021-09-03,2021,9,4,Friday,no,9,Autumn,not_hol,not_hol,0.30800099999999997,0.5105010000000002,0.5753343333333333,-1.1776522492605865,-0.672362682515476,-0.5528039578855568
61,2021-09-03 10:00:00+00:00,9.9,4.9,71.0,0.0,0.0,330.0,18.0,48.2,1005.6,2.0,0.08962,0.722,2021-09-03,2021,9,4,Friday,no,10,Autumn,not_hol,not_hol,0.722001,0.5150010000000003,0.581001,-0.32572875504871873,-0.6635864365727128,-0.5430028009613111
62,2021-09-03 11:00:00+00:00,10.9,5.0,67.0,0.0,0.0,320.0,14.4,46.3,1006.5,3.0,0.08848,1.269,2021-09-03,2021,9,4,Friday,no,11,Autumn,not_hol,not_hol,1.2690009999999998,0.9955010000000002,0.7663343333333333,0.2382299767540046,-0.004509150958048872,-0.26613673797273607
63,2021-09-03 12:00:00+00:00,11.8,5.0,63.0,0.0,0.0,340.0,14.4,42.6,1007.2,2.0,0.08839,2.199,2021-09-03,2021,9,4,Friday,no,12,Autumn,not_hol,not_hol,2.199001,1.7340010000000001,1.3966676666666666,0.7880031663246808,0.5504314550594527,0.3340891612561338
64,2021-09-03 13:00:00+00:00,11.4,4.1,61.0,0.0,0.0,340.0,21.6,38.9,1007.7,3.0,0.08992,0.557,2021-09-03,2021,9,4,Friday,no,13,Autumn,not_hol,not_hol,0.5570010000000001,1.3780010000000003,1.3416676666666667,-0.5851882437243281,0.3206338982806086,0.2939133675437542
65,2021-09-03 14:00:00+00:00,11.6,4.6,62.0,0.0,0.0,330.0,7.2,37.0,1008.4,3.0,0.09232,1.934,2021-09-03,2021,9,4,Friday,no,14,Autumn,not_hol,not_hol,1.9340009999999999,1.2455010000000002,1.5633343333333334,0.6595909140940506,0.21953785861018135,0.44682093344872237
66,2021-09-03 15:00:00+00:00,12.0,3.2,55.0,0.0,0.0,320.0,14.4,35.2,1008.8,2.0,0.11901,2.356,2021-09-03,2021,9,4,Friday,no,15,Autumn,not_hol,not_hol,2.356001,2.145001,1.6156676666666667,0.8569656902374675,0.7631400185803379,0.47974828713448797
67,2021-09-03 16:00:00+00:00,11.5,4.0,60.0,0.0,0.0,290.0,7.2,33.3,1009.3,2.0,0.13157,1.208,2021-09-03,2021,9,4,Friday,no,16,Autumn,not_hol,not_hol,1.2080009999999999,1.7820010000000002,1.8326676666666664,0.18896692732685,0.5777368902156881,0.60577264672776
68,2021-09-03 17:00:00+00:00,10.0,3.3,63.0,0.0,0.0,290.0,10.8,27.8,1009.6,2.0,0.14393,0.584,2021-09-03,2021,9,4,Friday,no,17,Autumn,not_hol,not_hol,0.584001,0.8960010000000002,1.3826676666666666,-0.5378525838266089,-0.10981374993640064,0.32401472493902533
69,2021-09-03 18:00:00+00:00,8.8,3.6,70.0,0.0,0.0,290.0,10.8,24.1,1010.0,1.0,0.14338,0.681,2021-09-03,2021,9,4,Friday,no,18,Autumn,not_hol,not_hol,0.6810010000000001,0.6325010000000002,0.8243343333333333,-0.3841915044049215,-0.45807347735404325,-0.19317908702807024
70,2021-09-03 19:00:00+00:00,8.6,4.0,73.0,0.0,0.0,310.0,7.2,20.4,1010.3,2.0,0.12994,0.895,2021-09-03,2021,9,4,Friday,no,19,Autumn,not_hol,not_hol,0.895001,0.7880010000000003,0.720001,-0.11093044338947007,-0.23825592008952978,-0.32850267808411165
71,2021-09-03 20:00:00+00:00,7.7,4.3,79.0,0.0,0.0,290.0,10.8,18.5,1010.6,2.0,0.12096,2.386,2021-09-03,2021,9,4,Friday,no,20,Autumn,not_hol,not_hol,2.3860010000000003,1.6405010000000004,1.3206676666666668,0.8696187427871203,0.4950016829890867,0.2781374168012996
72,2021-09-03 21:00:00+00:00,7.2,4.7,84.0,0.0,0.0,300.0,7.2,16.7,1011.1,2.0,0.09844,0.892,2021-09-03,2021,9,4,Friday,no,21,Autumn,not_hol,not_hol,0.892001,1.6390010000000004,1.391001,-0.11428802532652285,0.49408690988963366,0.33002363184830835
73,2021-09-03 22:00:00+00:00,6.8,4.5,85.0,0.0,0.0,290.0,7.2,20.4,1011.3,2.0,0.11141,0.731,2021-09-03,2021,9,4,Friday,no,22,Autumn,not_hol,not_hol,0.731001,0.8115010000000002,1.3363343333333333,-0.31334045124423815,-0.20886965974235977,0.2899302933082685
74,2021-09-03 23:00:00+00:00,6.7,4.7,87.0,0.0,0.0,290.0,10.8,18.5,1011.5,2.0,0.09936,0.944,2021-09-03,2021,9,4,Friday,no,23,Autumn,not_hol,not_hol,0.944001,0.8375010000000003,0.8556676666666667,-0.05762805351516357,-0.17733282125377733,-0.1558732181003969
75,2021-09-04 00:00:00+00:00,6.3,4.5,88.0,0.0,0.0,300.0,7.2,16.7,1011.7,1.0,0.09737,0.799,2021-09-04,2021,9,5,Saturday,yes,0,Autumn,not_hol,not_hol,0.7990010000000001,0.8715010000000003,0.8246676666666667,-0.22439308165218994,-0.13753826657578883,-0.1927748020873927
76,2021-09-04 01:00:00+00:00,6.2,4.7,90.0,0.0,0.0,290.0,10.8,16.7,1012.0,2.0,0.09548,0.674,2021-09-04,2021,9,5,Saturday,yes,1,Autumn,not_hol,not_hol,0.6740010000000001,0.7365010000000003,0.8056676666666668,-0.39452368439140534,-0.3058446853071216,-0.21608394573942466
77,2021-09-04 02:00:00+00:00,6.2,4.4,88.0,0.0,0.0,320.0,10.8,16.7,1012.0,2.0,0.0942,0.669,2021-09-04,2021,9,5,Saturday,yes,2,Autumn,not_hol,not_hol,0.6690010000000001,0.6715010000000003,0.714001,-0.4019697240867148,-0.3982397738166769,-0.3368709160833094
78,2021-09-04 03:00:00+00:00,5.9,4.4,90.0,0.0,0.0,300.0,7.2,16.7,1012.3,2.0,0.0960699999999999,0.757,2021-09-04,2021,9,5,Saturday,yes,3,Autumn,not_hol,not_hol,0.757001,0.7130010000000002,0.700001,-0.27839070454159776,-0.3382724560442802,-0.35667351536832426
79,2021-09-04 04:00:00+00:00,6.2,4.2,87.0,0.0,0.0,290.0,7.2,16.7,1012.9,2.0,0.1038,1.454,2021-09-04,2021,9,5,Saturday,yes,4,Autumn,not_hol,not_hol,1.4540009999999999,1.105501,0.960001,0.37431906686900024,0.10029862588302361,-0.040820952854131
80,2021-09-04 05:00:00+00:00,7.5,5.0,84.0,0.0,0.0,300.0,7.2,18.5,1013.3,2.0,0.12098,0.251,2021-09-04,2021,9,5,Saturday,yes,5,Autumn,not_hol,not_hol,0.251001,0.8525010000000001,0.8206676666666666,-1.3822983557945445,-0.15958089680462526,-0.19763704238506322
81,2021-09-04 06:00:00+00:00,9.1,5.3,77.0,0.0,0.0,310.0,10.8,20.4,1013.5,1.0,0.122,0.358,2021-09-04,2021,9,5,Saturday,yes,6,Autumn,not_hol,not_hol,0.35800099999999996,0.3045010000000001,0.6876676666666666,-1.0272194992892487,-1.1890809077653282,-0.3744496003871295
82,2021-09-04 07:00:00+00:00,10.6,5.4,70.0,0.0,0.0,300.0,14.4,22.2,1013.7,2.0,0.11599,0.308,2021-09-04,2021,9,5,Saturday,yes,7,Autumn,not_hol,not_hol,0.30800099999999997,0.3330010000000001,0.3056676666666666,-1.1776522492605865,-1.0996097860031988,-1.1852568238615109
83,2021-09-04 08:00:00+00:00,11.8,4.3,60.0,0.0,0.0,300.0,14.4,24.1,1013.9,2.0,0.09566,0.667,2021-09-04,2021,9,5,Saturday,yes,8,Autumn,not_hol,not_hol,0.6670010000000001,0.4875010000000001,0.4443343333333334,-0.4049637338172623,-0.7184629372642877,-0.8111779969114298
84,2021-09-04 09:00:00+00:00,12.2,3.2,54.0,0.0,0.0,340.0,14.4,25.9,1014.3,2.0,0.08947,0.455,2021-09-04,2021,9,5,Saturday,yes,9,Autumn,not_hol,not_hol,0.455001,0.5610010000000001,0.4766676666666667,-0.7874556622314041,-0.5780325909298349,-0.7409357464963964
85,2021-09-04 10:00:00+00:00,13.1,2.9,50.0,0.0,0.0,300.0,18.0,33.3,1014.2,2.0,0.08951,0.307,2021-09-04,2021,9,5,Saturday,yes,10,Autumn,not_hol,not_hol,0.30700099999999997,0.38100100000000003,0.47633433333333336,-1.1809042740712548,-0.9649532791869644,-0.7416352903523941
