,time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,coco,el_price,y_original,date,year,month,dow,dayname,weekend,hour,season,h_type,is_holiday,y_imp,y_imp_r2,y_imp_r3,y_imp_r7,y_imp_r14,y_imp_log,y_imp_r2_log,y_imp_r3_log,y_imp_r7_log,y_imp_r14_log
10,2021-09-01 07:00:00+00:00,14.2,10.0,76.0,0.0,0.0,320.0,10.8,22.2,1010.7,2.0,0.13,0.361,2021-09-01,2021,9,2,Wednesday,no,7,Autumn,not_hol,not_hol,0.361,0.9275,1.0966666666666667,1.0966666666666667,1.0966666666666667,-1.018877320649256,-0.07526248450054686,0.09227527610917084,0.09227527610917084,0.09227527610917084
11,2021-09-01 08:00:00+00:00,15.3,10.3,72.0,0.0,0.0,310.0,14.4,25.9,1010.9,2.0,0.11699,0.268,2021-09-01,2021,9,2,Wednesday,no,8,Autumn,not_hol,not_hol,0.268,0.3145,0.7076666666666668,0.7076666666666668,0.7076666666666668,-1.3167682984712803,-1.156771202841642,-0.3457821059469905,-0.3457821059469905,-0.3457821059469905
12,2021-09-01 09:00:00+00:00,16.4,10.3,67.0,0.0,0.0,290.0,14.4,25.9,1010.6,2.0,0.10975,0.25,2021-09-01,2021,9,2,Wednesday,no,9,Autumn,not_hol,not_hol,0.25,0.259,0.293,0.293,0.293,-1.3862943611198906,-1.3509272172825992,-1.2275826699650698,-1.2275826699650698,-1.2275826699650698
13,2021-09-01 10:00:00+00:00,16.4,9.6,64.0,0.0,0.0,310.0,14.4,29.6,1010.4,2.0,0.10388,0.222,2021-09-01,2021,9,2,Wednesday,no,10,Autumn,not_hol,not_hol,0.222,0.236,0.24666666666666667,0.24666666666666667,0.24666666666666667,-1.5050778971098575,-1.443923473956527,-1.3997173814520312,-1.3997173814520312,-1.3997173814520312
14,2021-09-01 11:00:00+00:00,15.6,7.4,58.0,0.0,0.0,330.0,14.4,31.5,1010.3,2.0,0.098,0.244,2021-09-01,2021,9,2,Wednesday,no,11,Autumn,not_hol,not_hol,0.244,0.23299999999999998,0.23866666666666667,0.23866666666666667,0.23866666666666667,-1.410587053688935,-1.4567168254164367,-1.432687400689601,-1.432687400689601,-1.432687400689601
15,2021-09-01 12:00:00+00:00,16.5,7.2,54.0,0.0,0.0,300.0,14.4,31.5,1010.1,3.0,0.09498,0.211,2021-09-01,2021,9,2,Wednesday,no,12,Autumn,not_hol,not_hol,0.211,0.22749999999999998,0.22566666666666668,0.22566666666666668,0.22566666666666668,-1.5558971455060706,-1.480605040591132,-1.4886962947379716,-1.4886962947379716,-1.4886962947379716
16,2021-09-01 13:00:00+00:00,15.8,6.2,53.0,0.0,0.0,290.0,18.0,31.5,1010.1,2.0,0.09506,0.164,2021-09-01,2021,9,2,Wednesday,no,13,Autumn,not_hol,not_hol,0.164,0.1875,0.20633333333333334,0.20633333333333334,0.20633333333333334,-1.8078888511579385,-1.6739764335716716,-1.5782622949656506,-1.5782622949656506,-1.5782622949656506
17,2021-09-01 14:00:00+00:00,14.4,4.1,50.0,0.0,0.0,300.0,14.4,29.6,1010.2,2.0,0.09761,1.1,2021-09-01,2021,9,2,Wednesday,no,14,Autumn,not_hol,not_hol,1.1,0.632,0.4916666666666667,0.4916666666666667,0.4916666666666667,0.09531017980432493,-0.4588658848352796,-0.7099542988763264,-0.7099542988763264,-0.7099542988763264
18,2021-09-01 15:00:00+00:00,14.2,4.2,51.0,0.0,0.0,320.0,10.8,29.6,1010.2,2.0,0.11612,1.099,2021-09-01,2021,9,2,Wednesday,no,15,Autumn,not_hol,not_hol,1.099,1.0995,0.7876666666666666,0.7876666666666666,0.7876666666666666,0.0944006754214843,0.09485553101267875,-0.23868029046333897,-0.23868029046333897,-0.23868029046333897
19,2021-09-01 16:00:00+00:00,14.2,5.8,57.0,0.0,0.0,310.0,10.8,27.8,1010.1,2.0,0.131,0.648,2021-09-01,2021,9,2,Wednesday,no,16,Autumn,not_hol,not_hol,0.648,0.8734999999999999,0.949,0.949,0.949,-0.4338645826298623,-0.13524714940802587,-0.052346480372209236,-0.052346480372209236,-0.052346480372209236
20,2021-09-01 17:00:00+00:00,12.1,5.9,66.0,0.0,0.0,300.0,10.8,24.1,1010.3,2.0,0.1459099999999999,0.474,2021-09-01,2021,9,2,Wednesday,no,17,Autumn,not_hol,not_hol,0.474,0.5609999999999999,0.7403333333333334,0.7403333333333334,0.7403333333333334,-0.7465479572870606,-0.5780343734594409,-0.3006547437558192,-0.3006547437558192,-0.3006547437558192
21,2021-09-01 18:00:00+00:00,11.0,5.5,69.0,0.0,0.0,300.0,7.2,22.2,1010.7,3.0,0.14493,0.425,2021-09-01,2021,9,2,Wednesday,no,18,Autumn,not_hol,not_hol,0.425,0.4495,0.5156666666666666,0.5156666666666666,0.5156666666666666,-0.8556661100577202,-0.799619425070462,-0.6622947170771807,-0.6622947170771807,-0.6622947170771807
22,2021-09-01 19:00:00+00:00,10.7,5.7,71.0,0.0,0.0,290.0,7.2,18.5,1011.0,2.0,0.12576,0.761,2021-09-01,2021,9,2,Wednesday,no,19,Autumn,not_hol,not_hol,0.761,0.593,0.5533333333333333,0.5533333333333333,0.5533333333333333,-0.2731219211204512,-0.5225608799844117,-0.5917946862996578,-0.5917946862996578,-0.5917946862996578
23,2021-09-01 20:00:00+00:00,10.0,5.6,74.0,0.0,0.0,290.0,7.2,16.7,1011.1,2.0,0.11439,0.813,2021-09-01,2021,9,2,Wednesday,no,20,Autumn,not_hol,not_hol,0.813,0.7869999999999999,0.6663333333333333,0.6663333333333333,0.6663333333333333,-0.20702416943432653,-0.23952703056473393,-0.40596523314984667,-0.40596523314984667,-0.40596523314984667
24,2021-09-01 21:00:00+00:00,9.6,5.6,76.0,0.0,0.0,330.0,10.8,16.7,1011.4,2.0,0.0943199999999999,0.254,2021-09-01,2021,9,2,Wednesday,no,21,Autumn,not_hol,not_hol,0.254,0.5335,0.6093333333333333,0.6093333333333333,0.6093333333333333,-1.3704210119636004,-0.6282962082403291,-0.49538981563615153,-0.49538981563615153,-0.49538981563615153
25,2021-09-01 22:00:00+00:00,9.2,5.7,79.0,0.0,0.0,320.0,7.2,16.7,1011.8,2.0,0.0969899999999999,0.811,2021-09-01,2021,9,2,Wednesday,no,22,Autumn,not_hol,not_hol,0.811,0.5325,0.626,0.626,0.626,-0.20948722486672405,-0.6301723813985569,-0.46840490788203853,-0.46840490788203853,-0.46840490788203853
26,2021-09-01 23:00:00+00:00,9.1,6.2,82.0,0.0,0.0,300.0,7.2,16.7,1012.2,2.0,0.09477,0.685,2021-09-01,2021,9,2,Wednesday,no,23,Autumn,not_hol,not_hol,0.685,0.748,0.5833333333333334,0.5833333333333334,0.5833333333333334,-0.3783364407199117,-0.2903523010076598,-0.5389965007326869,-0.5389965007326869,-0.5389965007326869
27,2021-09-02 00:00:00+00:00,8.4,6.0,85.0,0.0,0.0,310.0,7.2,16.7,1012.5,3.0,0.0938799999999999,0.603,2021-09-02,2021,9,3,Thursday,no,0,Autumn,not_hol,not_hol,0.603,0.644,0.6996666666666668,0.6996666666666668,0.6996666666666668,-0.5058380822549516,-0.4400565528777834,-0.3571512478296136,-0.3571512478296136,-0.3571512478296136
28,2021-09-02 01:00:00+00:00,8.0,6.1,88.0,0.0,0.0,310.0,7.2,16.7,1012.8,2.0,0.09225,0.638,2021-09-02,2021,9,3,Thursday,no,1,Autumn,not_hol,not_hol,0.638,0.6205,0.642,0.642,0.642,-0.44941699563734716,-0.4772296743374751,-0.44316697529217586,-0.44316697529217586,-0.44316697529217586
29,2021-09-02 02:00:00+00:00,7.3,5.8,90.0,0.0,0.0,310.0,7.2,16.7,1013.2,2.0,0.09183,0.624,2021-09-02,2021,9,3,Thursday,no,2,Autumn,not_hol,not_hol,0.624,0.631,0.6216666666666667,0.6216666666666667,0.6216666666666667,-0.47160491061270937,-0.4604494164409239,-0.4753512355723308,-0.4753512355723308,-0.4753512355723308
30,2021-09-02 03:00:00+00:00,7.2,5.5,89.0,0.0,0.0,300.0,7.2,16.7,1013.5,2.0,0.09862,1.394,2021-09-02,2021,9,3,Thursday,no,3,Autumn,not_hol,not_hol,1.394,1.009,0.8853333333333332,0.8853333333333332,0.8853333333333332,0.3321773123383321,0.008959741371471801,-0.12179105705392243,-0.12179105705392243,-0.12179105705392243
31,2021-09-02 04:00:00+00:00,7.1,5.6,90.0,0.0,0.0,300.0,7.2,16.7,1013.7,1.0,0.12894,1.392,2021-09-02,2021,9,3,Thursday,no,4,Autumn,not_hol,not_hol,1.392,1.3929999999999998,1.1366666666666667,1.1366666666666667,1.1366666666666667,0.3307415619122278,0.3314596947976685,0.12810000262731577,0.12810000262731577,0.12810000262731577
32,2021-09-02 05:00:00+00:00,8.3,5.9,85.0,0.0,0.0,320.0,7.2,18.5,1014.1,2.0,0.15,0.403,2021-09-02,2021,9,3,Thursday,no,5,Autumn,not_hol,not_hol,0.403,0.8975000000000001,1.063,1.063,1.063,-0.908818717035454,-0.10814215861970303,0.06109509935981083,0.06109509935981083,0.06109509935981083
33,2021-09-02 06:00:00+00:00,9.7,6.2,79.0,0.0,0.0,320.0,10.8,22.2,1014.3,1.0,0.1463799999999999,0.345,2021-09-02,2021,9,3,Thursday,no,6,Autumn,not_hol,not_hol,0.345,0.3740000000000001,0.7133333333333334,0.7133333333333334,0.7133333333333334,-1.0642108619507773,-0.9834994815676048,-0.3378064596343495,-0.3378064596343495,-0.3378064596343495
34,2021-09-02 07:00:00+00:00,11.1,6.4,73.0,0.0,0.0,310.0,14.4,24.1,1014.6,2.0,0.1308,0.382,2021-09-02,2021,9,3,Thursday,no,7,Autumn,not_hol,not_hol,0.382,0.3635000000000001,0.37666666666666676,0.37666666666666676,0.37666666666666676,-0.9623346703755619,-1.0119759820085628,-0.9763946559438602,-0.9763946559438602,-0.9763946559438602
35,2021-09-02 08:00:00+00:00,12.9,5.6,61.0,0.0,0.0,300.0,10.8,25.9,1014.5,2.0,0.11892,0.209,2021-09-02,2021,9,3,Thursday,no,8,Autumn,not_hol,not_hol,0.209,0.2955000000000001,0.31200000000000006,0.31200000000000006,0.31200000000000006,-1.565421027017326,-1.219086442135984,-1.1647520911726545,-1.1647520911726545,-1.1647520911726545
36,2021-09-02 09:00:00+00:00,13.3,3.7,52.0,0.0,0.0,300.0,14.4,27.8,1014.7,2.0,0.113,0.262,2021-09-02,2021,9,3,Thursday,no,9,Autumn,not_hol,not_hol,0.262,0.2355000000000001,0.2843333333333334,0.2843333333333334,0.2843333333333334,-1.3394107752210402,-1.4460443655256643,-1.2576080201585675,-1.2576080201585675,-1.2576080201585675
37,2021-09-02 10:00:00+00:00,13.5,4.1,53.0,0.0,0.0,300.0,10.8,27.8,1014.3,2.0,0.10784,0.206,2021-09-02,2021,9,3,Thursday,no,10,Autumn,not_hol,not_hol,0.206,0.2340000000000001,0.2256666666666667,0.2256666666666667,0.2256666666666667,-1.579879110192556,-1.4524341636244351,-1.4886962947379716,-1.4886962947379716,-1.4886962947379716
38,2021-09-02 11:00:00+00:00,13.7,4.0,52.0,0.0,0.0,300.0,10.8,29.6,1014.3,2.0,0.10099,0.22,2021-09-02,2021,9,3,Thursday,no,11,Autumn,not_hol,not_hol,0.22,0.2130000000000001,0.2293333333333334,0.2293333333333334,0.2293333333333334,-1.5141277326297755,-1.5464631132727114,-1.4725787297169028,-1.4725787297169028,-1.4725787297169028
39,2021-09-02 12:00:00+00:00,14.0,4.0,51.0,0.0,0.0,280.0,14.4,29.6,1014.2,4.0,0.09797,0.2,2021-09-02,2021,9,3,Thursday,no,12,Autumn,not_hol,not_hol,0.2,0.21000000000000013,0.20866666666666675,0.20866666666666675,0.20866666666666675,-1.6094379124341003,-1.5606477482646677,-1.5670171965501478,-1.5670171965501478,-1.5670171965501478
40,2021-09-02 13:00:00+00:00,14.0,5.9,58.0,0.0,0.0,270.0,14.4,29.6,1013.6,2.0,0.1050499999999999,0.192,2021-09-02,2021,9,3,Thursday,no,13,Autumn,not_hol,not_hol,0.192,0.19600000000000012,0.2040000000000001,0.2040000000000001,0.2040000000000001,-1.6502599069543555,-1.6296406197516191,-1.58963528513792,-1.58963528513792,-1.58963528513792
41,2021-09-02 14:00:00+00:00,13.6,3.7,51.0,0.0,0.0,290.0,14.4,31.5,1013.2,3.0,0.11244,1.155,2021-09-02,2021,9,3,Thursday,no,14,Autumn,not_hol,not_hol,1.155,0.6735000000000001,0.5156666666666668,0.5156666666666668,0.5156666666666668,0.14410034397375687,-0.3952672831317182,-0.6622947170771804,-0.6622947170771804,-0.6622947170771804
42,2021-09-02 15:00:00+00:00,12.0,6.1,67.0,0.0,0.0,290.0,14.4,31.5,1013.1,3.0,0.1226599999999999,0.65,2021-09-02,2021,9,3,Thursday,no,15,Autumn,not_hol,not_hol,0.65,0.9025000000000001,0.6656666666666667,0.6656666666666667,0.6656666666666667,-0.4307829160924542,-0.10258658877510098,-0.4069662342344314,-0.4069662342344314,-0.4069662342344314
43,2021-09-02 16:00:00+00:00,11.1,7.2,77.0,0.0,0.0,290.0,14.4,29.6,1012.6,17.0,0.138,0.354,2021-09-02,2021,9,3,Thursday,no,16,Autumn,not_hol,not_hol,0.354,0.5020000000000001,0.7196666666666668,0.7196666666666668,0.7196666666666668,-1.0384583658483626,-0.6891551592904076,-0.32896713713543924,-0.32896713713543924,-0.32896713713543924
44,2021-09-02 17:00:00+00:00,11.5,6.0,69.0,0.0,0.0,280.0,14.4,31.5,1012.2,17.0,0.1585099999999999,0.291,2021-09-02,2021,9,3,Thursday,no,17,Autumn,not_hol,not_hol,0.291,0.3225000000000001,0.4316666666666668,0.4316666666666668,0.4316666666666668,-1.2344320118106447,-1.1316521427463095,-0.8401015935166083,-0.8401015935166083,-0.8401015935166083
45,2021-09-02 18:00:00+00:00,11.1,6.8,75.0,0.0,0.0,280.0,10.8,31.5,1011.5,4.0,0.13388,0.289,2021-09-02,2021,9,3,Thursday,no,18,Autumn,not_hol,not_hol,0.289,0.2900000000000001,0.31133333333333346,0.31133333333333346,0.31133333333333346,-1.241328590869705,-1.237874356001617,-1.1668911294214037,-1.1668911294214037,-1.1668911294214037
46,2021-09-02 19:00:00+00:00,11.1,6.8,75.0,0.0,0.0,260.0,14.4,31.5,1010.9,7.0,0.0874699999999999,1.857,2021-09-02,2021,9,3,Thursday,no,19,Autumn,not_hol,not_hol,1.857,1.0730000000000002,0.8123333333333335,0.8123333333333335,0.8123333333333335,0.6189622823705687,0.07045846364856158,-0.20784451402504037,-0.20784451402504037,-0.20784451402504037
47,2021-09-02 20:00:00+00:00,11.1,8.1,82.0,0.0,0.0,260.0,10.8,29.6,1009.8,7.0,0.08745,0.677,2021-09-02,2021,9,3,Thursday,no,20,Autumn,not_hol,not_hol,0.677,1.2670000000000001,0.9410000000000002,0.9410000000000002,0.9410000000000002,-0.390084006069862,0.2366519013390021,-0.06081213939675724,-0.06081213939675724,-0.06081213939675724
48,2021-09-02 21:00:00+00:00,10.8,9.7,93.0,0.0,0.0,250.0,10.8,29.6,1008.5,7.0,0.09451,1.912,2021-09-02,2021,9,3,Thursday,no,21,Autumn,not_hol,not_hol,1.912,1.2945000000000002,1.4820000000000002,1.4820000000000002,1.4820000000000002,0.6481498146292095,0.2581245202094554,0.3933925268738953,0.3933925268738953,0.3933925268738953
49,2021-09-02 22:00:00+00:00,11.4,10.5,94.0,0.0,0.0,260.0,14.4,27.8,1007.8,17.0,0.0862,0.541,2021-09-02,2021,9,3,Thursday,no,22,Autumn,not_hol,not_hol,0.541,1.2265000000000001,1.0433333333333337,1.0433333333333337,1.0433333333333337,-0.6143360001356555,0.20416458471640705,0.04242071588395248,0.04242071588395248,0.04242071588395248
50,2021-09-02 23:00:00+00:00,12.2,10.4,89.0,0.0,0.0,270.0,14.4,31.5,1006.5,17.0,0.08615,0.204,2021-09-02,2021,9,3,Thursday,no,23,Autumn,not_hol,not_hol,0.204,0.3725000000000001,0.8856666666666668,0.8856666666666668,0.8856666666666668,-1.5896352851379207,-0.9875182411625225,-0.12141462189043306,-0.12141462189043306,-0.12141462189043306
51,2021-09-03 00:00:00+00:00,12.6,10.0,84.0,0.0,0.0,260.0,14.4,33.3,1005.7,4.0,0.08611,0.514,2021-09-03,2021,9,4,Friday,no,0,Autumn,not_hol,not_hol,0.514,0.3590000000000001,0.4196666666666669,0.4196666666666669,0.4196666666666669,-0.6655320135269719,-1.024432890493858,-0.868294533605899,-0.868294533605899,-0.868294533605899
52,2021-09-03 01:00:00+00:00,13.1,9.5,79.0,0.0,0.0,270.0,14.4,33.3,1004.6,17.0,0.08198,0.518,2021-09-03,2021,9,4,Friday,no,1,Autumn,not_hol,not_hol,0.518,0.5160000000000001,0.4120000000000002,0.4120000000000002,0.4120000000000002,-0.657780036722654,-0.6616485135005741,-0.8867319296326102,-0.8867319296326102,-0.8867319296326102
53,2021-09-03 02:00:00+00:00,12.7,9.0,78.0,0.0,0.0,270.0,18.0,33.3,1003.8,7.0,0.08618,0.21,2021-09-03,2021,9,4,Friday,no,2,Autumn,not_hol,not_hol,0.21,0.3640000000000001,0.4140000000000002,0.4140000000000002,0.4140000000000002,-1.5606477482646683,-1.010601411345396,-0.8818893051568222,-0.8818893051568222,-0.8818893051568222
54,2021-09-03 03:00:00+00:00,12.7,8.8,77.0,0.0,0.0,280.0,18.0,33.3,1003.1,7.0,0.09139,0.53,2021-09-03,2021,9,4,Friday,no,3,Autumn,not_hol,not_hol,0.53,0.3700000000000001,0.41933333333333356,0.41933333333333356,0.41933333333333356,-0.6348782724359695,-0.9942522733438667,-0.8690891303898604,-0.8690891303898604,-0.8690891303898604
55,2021-09-03 04:00:00+00:00,11.4,9.8,90.0,0.0,0.0,300.0,18.0,37.0,1002.5,3.0,0.12246,0.749,2021-09-03,2021,9,4,Friday,no,4,Autumn,not_hol,not_hol,0.749,0.6395000000000002,0.49633333333333357,0.49633333333333357,0.49633333333333357,-0.2890162954649176,-0.4470686579632394,-0.7005075349662373,-0.7005075349662373,-0.7005075349662373
56,2021-09-03 05:00:00+00:00,11.6,9.3,86.0,0.0,0.0,290.0,14.4,37.0,1002.1,7.0,0.136,0.898,2021-09-03,2021,9,4,Friday,no,5,Autumn,not_hol,not_hol,0.898,0.8235000000000001,0.7256666666666668,0.7256666666666668,0.7256666666666668,-0.10758521067993743,-0.1941917293644419,-0.3206645064156991,-0.3206645064156991,-0.3206645064156991
57,2021-09-03 06:00:00+00:00,9.9,7.3,84.0,0.0,0.0,310.0,14.4,38.9,1002.3,18.0,0.1347,1.844,2021-09-03,2021,9,4,Friday,no,6,Autumn,not_hol,not_hol,1.844,1.3710000000000002,1.1636666666666668,1.1636666666666668,1.1636666666666668,0.6119371251344021,0.3155404005801775,0.15157593945478945,0.15157593945478945,0.15157593945478945
58,2021-09-03 07:00:00+00:00,9.9,7.7,86.0,0.0,0.0,300.0,14.4,38.9,1002.8,17.0,0.1231299999999999,0.705,2021-09-03,2021,9,4,Friday,no,7,Autumn,not_hol,not_hol,0.705,1.2745,1.1490000000000002,1.1490000000000002,1.1490000000000002,-0.34955747616986843,0.24255394483403306,0.13889199886661885,0.13889199886661885,0.13889199886661885
59,2021-09-03 08:00:00+00:00,9.8,6.3,79.0,0.0,0.0,320.0,14.4,38.9,1003.5,17.0,0.10903,0.713,2021-09-03,2021,9,4,Friday,no,8,Autumn,not_hol,not_hol,0.713,0.7090000000000001,1.0873333333333335,1.0873333333333335,1.0873333333333335,-0.33827385856784115,-0.3438997524500094,0.08372821553071258,0.08372821553071258,0.08372821553071258
60,2021-09-03 09:00:00+00:00,10.9,5.0,67.0,0.0,0.0,340.0,18.0,38.9,1004.4,17.0,0.09902,0.308,2021-09-03,2021,9,4,Friday,no,9,Autumn,not_hol,not_hol,0.308,0.5105000000000001,0.5753333333333336,0.5753333333333336,0.5753333333333336,-1.1776554960085626,-0.6723646413774167,-0.552805696006873,-0.552805696006873,-0.552805696006873
61,2021-09-03 10:00:00+00:00,9.9,4.9,71.0,0.0,0.0,330.0,18.0,48.2,1005.6,2.0,0.08962,0.722,2021-09-03,2021,9,4,Friday,no,10,Autumn,not_hol,not_hol,0.722,0.5150000000000001,0.5810000000000003,0.5810000000000003,0.5810000000000003,-0.32573014008931084,-0.6635883783184007,-0.5430045221302253,-0.5430045221302253,-0.5430045221302253
62,2021-09-03 11:00:00+00:00,10.9,5.0,67.0,0.0,0.0,320.0,14.4,46.3,1006.5,3.0,0.08848,1.269,2021-09-03,2021,9,4,Friday,no,11,Autumn,not_hol,not_hol,1.269,0.9954999999999999,0.7663333333333334,0.7663333333333334,0.7663333333333334,0.23822918873225055,-0.00451015547788613,-0.2661380428870651,-0.2661380428870651,-0.2661380428870651
63,2021-09-03 12:00:00+00:00,11.8,5.0,63.0,0.0,0.0,340.0,14.4,42.6,1007.2,2.0,0.08839,2.199,2021-09-03,2021,9,4,Friday,no,12,Autumn,not_hol,not_hol,2.199,1.734,1.3966666666666667,1.3966666666666667,1.3966666666666667,0.788002711572624,0.5504308783583501,0.33408844526593673,0.33408844526593673,0.33408844526593673
64,2021-09-03 13:00:00+00:00,11.4,4.1,61.0,0.0,0.0,340.0,21.6,38.9,1007.7,3.0,0.08992,0.557,2021-09-03,2021,9,4,Friday,no,13,Autumn,not_hol,not_hol,0.557,1.378,1.3416666666666668,1.3416666666666668,1.3416666666666668,-0.5851900390548529,0.32063317259146673,0.2939126222024171,0.2939126222024171,0.2939126222024171
65,2021-09-03 14:00:00+00:00,11.6,4.6,62.0,0.0,0.0,330.0,7.2,37.0,1008.4,3.0,0.09232,1.934,2021-09-03,2021,9,4,Friday,no,14,Autumn,not_hol,not_hol,1.934,1.2455,1.5633333333333335,1.5633333333333335,1.5633333333333335,0.6595903970311026,0.2195370557200981,0.44682029379007837,0.44682029379007837,0.44682029379007837
66,2021-09-03 15:00:00+00:00,12.0,3.2,55.0,0.0,0.0,320.0,14.4,35.2,1008.8,2.0,0.11901,2.356,2021-09-03,2021,9,4,Friday,no,15,Autumn,not_hol,not_hol,2.356,2.145,1.6156666666666668,1.6156666666666668,1.6156666666666668,0.8569652657893402,0.7631395523799803,0.4797476681951293,0.4797476681951293,0.4797476681951293
67,2021-09-03 16:00:00+00:00,11.5,4.0,60.0,0.0,0.0,290.0,7.2,33.3,1009.3,2.0,0.13157,1.208,2021-09-03,2021,9,4,Friday,no,16,Autumn,not_hol,not_hol,1.208,1.782,1.8326666666666667,1.8326666666666667,1.8326666666666667,0.18896609951262316,0.5777363290486176,0.6057721010749443,0.6057721010749443,0.6057721010749443
68,2021-09-03 17:00:00+00:00,10.0,3.3,63.0,0.0,0.0,290.0,10.8,27.8,1009.6,2.0,0.14393,0.584,2021-09-03,2021,9,4,Friday,no,17,Autumn,not_hol,not_hol,0.584,0.8959999999999999,1.382666666666667,1.382666666666667,1.382666666666667,-0.53785429615391,-0.10981486600720669,0.3240140016991714,0.3240140016991714,0.3240140016991714
69,2021-09-03 18:00:00+00:00,8.8,3.6,70.0,0.0,0.0,290.0,10.8,24.1,1010.0,1.0,0.14338,0.681,2021-09-03,2021,9,4,Friday,no,18,Autumn,not_hol,not_hol,0.681,0.6325000000000001,0.8243333333333335,0.8243333333333335,0.8243333333333335,-0.3841929728326246,-0.45807505838046164,-0.19318030012883036,-0.19318030012883036,-0.19318030012883036
70,2021-09-03 19:00:00+00:00,8.6,4.0,73.0,0.0,0.0,310.0,7.2,20.4,1010.3,2.0,0.12994,0.895,2021-09-03,2021,9,4,Friday,no,19,Autumn,not_hol,not_hol,0.895,0.788,0.7200000000000002,0.7200000000000002,0.7200000000000002,-0.11093156070728166,-0.2382571891242579,-0.32850406697203577,-0.32850406697203577,-0.32850406697203577
